report_text,sif_binary,label_source,category,risk_level,sif_label,facility,department,label,python predict_v3.py
,0,,,,,,,,Operations
,0,,,,,,,,Electrical Maintenance
,0,,,,,,,,Operations
,0,,,,,,,,Logistics
,0,,,,,,,,Logistics
Incident observation 1254: Worked briefly in a warm location during a scheduled inspection created a minor heat discomfort. A rest break was delayed. The reported outcome was mild discomfort resolved after water and rest. The worker received a verbal reminder but continued.,0,original_trusted,,,,,,,
,0,,,,,,,,Mechanical
,0,,,,,,,,Projects
,0,,,,,,,,Mechanical
,0,,,,,,,,Electrical Maintenance
Incident observation 1229: Reached near a stopped conveyor during normal production created a conveyor contact. The conveyor was restarted before clearance was confirmed. The reported outcome was a bruised hand requiring treatment. The hazard was visible before work began.,0,,Unsafe Act,Medium,Non-SIF,Loading Bay,Logistics,1.0,
Incident observation 1514: Passed through a low-clearance area during a night shift created a minor bump. Warning markings were overlooked. The reported outcome was mild soreness with no treatment required. A safer method was available nearby.,0,original_trusted,,,,,,,
Incident observation 1119: Stood near a stack of materials while preparing equipment for service created a object strike. The stack was not secured. The reported outcome was a shoulder contusion requiring medical review. A safer method was available nearby.,0,,Unsafe Act,Medium,Non-SIF,Loading Bay,Logistics,1.0,
Incident observation 1364: Lifted a heavy container alone while completing an urgent task created a material-handling strain. A trolley was available but not used. The reported outcome was a back strain requiring clinic care. The supervisor was not informed before the task started.,0,,Unsafe Act,Medium,Non-SIF,Loading Bay,Logistics,1.0,
,0,,,,,,,,Mechanical
,0,,,,,,,,Operations
,0,,,,,,,,Mechanical
Incident observation 1379: Used a non-hazardous cleaning solution during planned shutdown work created a minor skin irritation. Gloves were not worn for a short task. The reported outcome was temporary skin irritation resolved after washing. The pre-job checklist was incomplete.,0,,Unsafe Act,Low,Non-SIF,Process Area,Operations,1.0,
,0,,,,,,,,Operations
,0,,,,,,,,Mechanical
,0,,,,,,,,Logistics
,0,,,,,,,,Operations
Welding arc flash burned worker's face. Worker didn't use proper shade lens. Dark lens cracked - removed and not replaced. Assistant also suffered eye injury from arc exposure. PPE violation.,0,original_trusted,,,,,,,
"While during material movement, a worker used a hand grinder. The unsafe act was that the workpiece was poorly clamped. This led to grinding injury; outcome was a cut to the forearm requiring stitches. The supervisor was not informed before the task started.",0,original_trusted,,,,,,,
,0,,,,,,,,Mechanical
,0,,,,,,,,Operations
,0,,,,,,,,Operations
,0,,,,,,,,Operations
,0,,,,,,,,Operations
,0,,,,,,,,Operations Mechanical
,0,,,,,,,,Mechanical
Incident observation 624: Swept a dry work area during material movement created a minor dust exposure. A dust mask was not used for a short task. The reported outcome was temporary throat irritation that resolved after water. The pre-job checklist was incomplete.,0,,Unsafe Act,Low,Non-SIF,Process Area,Operations,1.0,
Incident observation 1139: Used a non-hazardous cleaning solution during planned shutdown work created a minor skin irritation. Gloves were not worn for a short task. The reported outcome was temporary skin irritation resolved after washing. The pre-job checklist was incomplete.,0,,Unsafe Act,Low,Non-SIF,Process Area,Operations,1.0,
Incident observation 319: Reached for light materials while preparing equipment for service created a minor muscle discomfort. The task was performed with an awkward posture. The reported outcome was brief shoulder discomfort that resolved after stretching. A safer method was available nearby.,0,,Unsafe Act,Low,Non-SIF,Process Area,Operations,1.0,
,0,,,,,,,,Mechanical
Incident observation 1294: Moved materials through a walkway during a scheduled inspection created a trip hazard. A hose was left across the route. The reported outcome was a knee sprain requiring treatment. The worker received a verbal reminder but continued.,0,original_trusted,,,,,,,
Incident observation 1344: Used a hand grinder during material movement created a grinding injury. The workpiece was poorly clamped. The reported outcome was a cut to the forearm requiring stitches. The pre-job checklist was incomplete.,0,,Unsafe Act,Medium,Non-SIF,Loading Bay,Logistics,1.0,
,0,,,,,,,,Logistics
,0,,,,,,,,Electrical Maintenance
"A worker walked beside a storage rack while preparing equipment for service, despite the fact that a light item was not placed securely. The exposure involved near miss from dropped item, resulting in no contact or injury. The worker received a verbal reminder but continued.",0,original_trusted,,,,,,,
,0,,,,,,,,Projects
,0,,,,,,,,Operations
,0,,,,,,,,Operations
,0,,,,,,,,Electrical Maintenance
Incident observation 204: Handled wooden packaging while completing an urgent task created a minor splinter. Gloves were not worn. The reported outcome was a splinter removed on site without further treatment. The supervisor was not informed before the task started.,0,,Unsafe Act,Low,Non-SIF,Process Area,Operations,1.0,
Incident observation 184: Moved a carton during material movement created a minor abrasion. A rough edge was not covered. The reported outcome was a small forearm abrasion cleaned on site. The pre-job checklist was incomplete.,0,,Unsafe Act,Low,Non-SIF,Process Area,Operations,1.0,
,0,,,,,,,,Projects
,0,,,,,,,,Electrical Maintenance
,0,,,,,,,,Projects
,0,,,,,,,,Operations
Incident observation 219: Handled water-based coolant during planned shutdown work created a small spill exposure. A container cap was loosely fitted. The reported outcome was a small splash rinsed off with no injury. The pre-job checklist was incomplete.,0,,Unsafe Act,Low,Non-SIF,Process Area,Operations,1.0,
Incident observation 724: Lifted a heavy container alone while completing an urgent task created a material-handling strain. A trolley was available but not used. The reported outcome was a back strain requiring clinic care. The supervisor was not informed before the task started.,0,,Unsafe Act,Medium,Non-SIF,Loading Bay,Logistics,1.0,
Incident observation 704: Used a hand grinder during material movement created a grinding injury. The workpiece was poorly clamped. The reported outcome was a cut to the forearm requiring stitches. The pre-job checklist was incomplete.,0,,Unsafe Act,Medium,Non-SIF,Loading Bay,Logistics,1.0,
,0,,,,,,,,Electrical Maintenance
Incident observation 384: Used a hand grinder during material movement created a grinding injury. The workpiece was poorly clamped. The reported outcome was a cut to the forearm requiring stitches. The pre-job checklist was incomplete.,0,,Unsafe Act,Medium,Non-SIF,Loading Bay,Logistics,1.0,
,0,,,,,,,,Operations
"While while preparing equipment for service, a worker stood near a stack of materials. The unsafe act was that the stack was not secured. This led to object strike; outcome was a shoulder contusion requiring medical review. The pre-job checklist was incomplete.",0,original_trusted,,,,,,,
,0,,,,,,,,Mechanical
,0,,,,,,,,Logistics
"Unsafe work report: a worker worked an extended administrative shift during normal production. A break was postponed, creating a minor headache event. Result: a mild headache resolved after rest. A safer method was available nearby.",0,original_trusted,,,,,,,
,0,,,,,,,,Projects
,0,,,,,,,,Logistics
,0,,,,,,,,Logistics
,0,,,,,,,,Operations
,0,,,,,,,,Projects
Incident observation 1564: Operated a pneumatic tool while completing an urgent task created a noise exposure. Hearing protection was not worn. The reported outcome was temporary hearing symptoms requiring evaluation. The supervisor was not informed before the task started.,0,,Unsafe Act,Medium,Non-SIF,Loading Bay,Logistics,1.0,
Incident observation 174: Walked near a manual cart during a scheduled inspection created a near miss from moving cart. The cart was pushed before the path was clear. The reported outcome was no contact and no injury. The worker received a verbal reminder but continued.,0,,Unsafe Act,Low,Non-SIF,Process Area,Operations,1.0,
Incident observation 1479: Walked beside a storage rack while preparing equipment for service created a near miss from dropped item. A light item was not placed securely. The reported outcome was no contact or injury. A safer method was available nearby.,0,original_trusted,,,,,,,
,0,,,,,,,,Projects
,0,,,,,,,,Electrical Maintenance
,0,,,,,,,,Mechanical
,0,,,,,,,,Projects
,0,,,,,,,,Electrical Maintenance
,0,,,,,,,,Electrical Maintenance
,0,,,,,,,,Operations
,0,,,,,,,,Projects
Incident observation 314: Passed through a low-clearance area during a night shift created a minor bump. Warning markings were overlooked. The reported outcome was mild soreness with no treatment required. A safer method was available nearby.,0,original_trusted,,,,,,,
"A worker handled wooden packaging while completing an urgent task, despite the fact that gloves were not worn. The exposure involved minor splinter, resulting in a splinter removed on site without further treatment. The pre-job checklist was incomplete.",0,original_trusted,,,,,,,
,0,,,,,,,,Civil Construction
Incident observation 349: Worked an extended administrative shift during normal production created a minor headache. A break was postponed. The reported outcome was a mild headache resolved after rest. The hazard was visible before work began.,0,original_trusted,,,,,,,
,0,,,,,,,,Logistics
Incident observation 1384: Moved a carton during material movement created a minor abrasion. A rough edge was not covered. The reported outcome was a small forearm abrasion cleaned on site. The pre-job checklist was incomplete.,0,original_trusted,,,,,,,
Incident observation 654: Walked near a manual cart during a scheduled inspection created a near miss from moving cart. The cart was pushed before the path was clear. The reported outcome was no contact and no injury. The worker received a verbal reminder but continued.,0,,Unsafe Act,Low,Non-SIF,Process Area,Operations,1.0,
,0,,,,,,,,Operations
,0,,,,,,,,Logistics
Incident observation 1154: Walked past stored materials during a night shift created a minor bruise. Clearance around a rack was limited. The reported outcome was a small bruise with no medical treatment required. A safer method was available nearby.,0,,Unsafe Act,Low,Non-SIF,Process Area,Operations,1.0,
"Unsafe work report: a worker handled water-based coolant during planned shutdown work. A container cap was loosely fitted, creating a small spill exposure event. Result: a small splash rinsed off with no injury. The hazard was visible before work began.",0,,Unsafe Act,Low,Non-SIF,Workshop,Maintenance,1.0,
,0,,,,,,,,Logistics
,0,,,,,,,,Operations Logistics
Incident observation 919: Walked beside a storage rack while preparing equipment for service created a near miss from dropped item. A light item was not placed securely. The reported outcome was no contact or injury. A safer method was available nearby.,0,original_trusted,,,,,,,
,0,,,,,,,,Electrical Maintenance
,0,,,,,,,,Logistics
,0,,,,,,,,Mechanical
Incident observation 579: Handled sheet metal during planned shutdown work created a hand laceration. Cut-resistant gloves were not worn. The reported outcome was a deep cut requiring stitches. The pre-job checklist was incomplete.,0,original_trusted,,,,,,,
,0,,,,,,,,Electrical Maintenance
Incident observation 419: Used a non-hazardous cleaning solution during planned shutdown work created a minor skin irritation. Gloves were not worn for a short task. The reported outcome was temporary skin irritation resolved after washing. The pre-job checklist was incomplete.,0,original_trusted,,,,,,,
Incident observation 984: Drove a site vehicle through an intersection during material movement created a vehicle collision. The driver was distracted by a phone. The reported outcome was a minor collision with a pedestrian injury. The pre-job checklist was incomplete.,0,original_trusted,,,,,,,
Incident observation 544: Used a hand grinder during material movement created a grinding injury. The workpiece was poorly clamped. The reported outcome was a cut to the forearm requiring stitches. The pre-job checklist was incomplete.,0,,Unsafe Act,Medium,Non-SIF,Loading Bay,Logistics,1.0,
,0,,,,,,,,Operations
,0,,,,,,,,Mechanical
,0,,,,,,,,Projects
,0,,,,,,,,Logistics
,0,,,,,,,,Operations
,0,,,,,,,,Operations
,0,,,,,,,,Logistics
Incident observation 754: Walked past stored materials during a night shift created a minor bruise. Clearance around a rack was limited. The reported outcome was a small bruise with no medical treatment required. A safer method was available nearby.,0,original_trusted,,,,,,,
,0,,,,,,,,Projects
Incident observation 1639: Walked beside a storage rack while preparing equipment for service created a near miss from dropped item. A light item was not placed securely. The reported outcome was no contact or injury. A safer method was available nearby.,0,,Unsafe Act,Low,Non-SIF,Process Area,Operations,1.0,
Hot work permit not obtained before welding near fuel tank. Sparks ignited flammable vapors. Flash fire occurred. Two workers suffered burns. Explosion risk was high. Welder assumed tank was empty - not verified.,1,original_trusted,,,,,,,
Incident observation 384: Worked below overhead lifting activity during material movement created a falling-object impact. The barricaded area was entered without authorization. The reported outcome was a serious head injury. The pre-job checklist was incomplete.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Incident observation 544: Worked below overhead lifting activity during material movement created a falling-object impact. The barricaded area was entered without authorization. The reported outcome was a serious head injury. The pre-job checklist was incomplete.,1,original_trusted,,,,,,,
Incident observation 469: Cleared a jam on a running conveyor during normal production created a machine entanglement. Lockout-tagout was not applied. The reported outcome was an amputation injury. The hazard was visible before work began.,1,original_trusted,,,,,,,
Incident observation 909: Raised a metal ladder near utility lines during normal production created a overhead-power-line contact. Minimum approach distance was not maintained. The reported outcome was electrical burns and cardiac arrest. The hazard was visible before work began.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Welding sparks near oil-soaked rags. Fire started. Worker trapped but escaped with burns. Rags not disposed properly. Fire extinguisher not accessible. Hot work permit not followed. Smoke inhalation injuries.,1,,Unsafe Act,High,SIF,Welding Workshop,Maintenance Mechanical,1.0,
"Unsafe work report: a worker reversed a forklift in a shared aisle during a night shift. The driver did not check the blind spot, creating a forklift contact event. Result: a crushed foot requiring treatment. The supervisor was not informed before the task started.",1,original_trusted,,,,,,,
Incident observation 1194: Disconnected a pressurized hydraulic hose during a night shift created a high-pressure hose whip. Pressure was not isolated before disconnection. The reported outcome was facial fractures and a broken jaw. A safer method was available nearby.,1,original_trusted,,,,,,,
"While during routine maintenance, a worker entered an unsupported trench. The unsafe act was that shoring and a safe-entry inspection were missing. This led to excavation collapse; outcome was burial injuries and emergency extraction. A safer method was available nearby.",1,original_trusted,,,,,,,
Incident observation 769: Installed pipe supports during routine maintenance created a fall from an elevated work platform. Fall arrest lanyard was not connected. The reported outcome was multiple fractures and a serious head injury. The worker received a verbal reminder but continued.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Incident observation 539: Worked on a live steam line during planned shutdown work created a steam release. The line was not isolated and depressurized. The reported outcome was deep thermal burns. The pre-job checklist was incomplete.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Incident observation 474: Disconnected a pressurized hydraulic hose during a night shift created a high-pressure hose whip. Pressure was not isolated before disconnection. The reported outcome was facial fractures and a broken jaw. A safer method was available nearby.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Incident observation 604: Responded to a leak in a process area while completing an urgent task created a toxic-gas exposure. Respiratory protection and gas monitoring were not used. The reported outcome was collapse from toxic inhalation. The supervisor was not informed before the task started.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Incident observation 1214: Inspected a rotating shaft during a scheduled inspection created a rotating-equipment entanglement. The guard had been removed and equipment remained energized. The reported outcome was a severe arm injury. The worker received a verbal reminder but continued.,1,original_trusted,,,,,,,
Incident observation 214: Welded beside a tank connection during a scheduled inspection created a flammable-vapour ignition. The hot-work permit and gas test were bypassed. The reported outcome was a flash fire with serious burns. The worker received a verbal reminder but continued.,1,original_trusted,,,,,,,
Incident observation 839: Opened a pressurized acid line while preparing equipment for service created a chemical release. A face shield and chemical suit were not worn. The reported outcome was permanent eye damage and chemical burns. A safer method was available nearby.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Incident observation 1134: Inspected a rotating shaft during a scheduled inspection created a rotating-equipment entanglement. The guard had been removed and equipment remained energized. The reported outcome was a severe arm injury. The worker received a verbal reminder but continued.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Incident observation 674: Reversed a forklift in a shared aisle during a night shift created a forklift contact. The driver did not check the blind spot. The reported outcome was a crushed foot requiring treatment. A safer method was available nearby.,1,,Unsafe Act,Medium,SIF,Loading Bay,Logistics,1.0,
Incident observation 929: Installed pipe supports during routine maintenance created a fall from an elevated work platform. Fall arrest lanyard was not connected. The reported outcome was multiple fractures and a serious head injury. The worker received a verbal reminder but continued.,1,original_trusted,,,,,,,
Incident observation 759: Opened a pressurized acid line while preparing equipment for service created a chemical release. A face shield and chemical suit were not worn. The reported outcome was permanent eye damage and chemical burns. A safer method was available nearby.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Incident observation 174: Inspected a rotating shaft during a scheduled inspection created a rotating-equipment entanglement. The guard had been removed and equipment remained energized. The reported outcome was a severe arm injury. The worker received a verbal reminder but continued.,1,original_trusted,,,,,,,
Incident observation 1174: Welded beside a tank connection during a scheduled inspection created a flammable-vapour ignition. The hot-work permit and gas test were bypassed. The reported outcome was a flash fire with serious burns. The worker received a verbal reminder but continued.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
"During normal production, a worker experienced overhead-power-line contact after they raised a metal ladder near utility lines. Minimum approach distance was not maintained. Outcome: electrical burns and cardiac arrest. The pre-job checklist was incomplete.",1,original_trusted,,,,,,,
Incident observation 1204: Walked beneath a crane load while completing an urgent task created a suspended-load strike. The exclusion zone was ignored. The reported outcome was a crushed leg requiring surgery. The supervisor was not informed before the task started.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
"During planned shutdown work, a worker experienced arc flash after they opened an energized switchboard. Arc-rated ppe and isolation were not used. Outcome: severe burns to the face and hands. The worker received a verbal reminder but continued.",1,,Unsafe Act,High,SIF,Process Unit,Operations,1.0,
Incident observation 414: Inspected a rotating shaft during a scheduled inspection created a rotating-equipment entanglement. The guard had been removed and equipment remained energized. The reported outcome was a severe arm injury. The worker received a verbal reminder but continued.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
"Unsafe work report: a worker inspected a rotating shaft during a scheduled inspection. The guard had been removed and equipment remained energized, creating a rotating-equipment entanglement event. Result: a severe arm injury. The pre-job checklist was incomplete.",1,,Unsafe Act,High,SIF,Construction Zone,Projects,1.0,
Confined space entry without gas test. Worker collapsed. Rescue delayed - worker died. Permit not obtained. Control room not informed. No rescue plan. Worker entered on personal initiative.,1,,Unsafe Act,High,SIF,Confined Space Area,Operations,1.0,
Incident observation 119: Opened a pressurized acid line while preparing equipment for service created a chemical release. A face shield and chemical suit were not worn. The reported outcome was permanent eye damage and chemical burns. A safer method was available nearby.,1,original_trusted,,,,,,,
Incident observation 1129: Entered an unsupported trench during routine maintenance created a excavation collapse. Shoring and a safe-entry inspection were missing. The reported outcome was burial injuries and emergency extraction. The worker received a verbal reminder but continued.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Incident observation 849: Installed pipe supports during routine maintenance created a fall from an elevated work platform. Fall arrest lanyard was not connected. The reported outcome was multiple fractures and a serious head injury. The worker received a verbal reminder but continued.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Incident observation 274: Entered a vessel to inspect an internal valve during a night shift created a confined-space oxygen deficiency. The entry permit and atmosphere test were skipped. The reported outcome was loss of consciousness requiring emergency rescue. A safer method was available nearby.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Incident observation 689: Installed pipe supports during routine maintenance created a fall from an elevated work platform. Fall arrest lanyard was not connected. The reported outcome was multiple fractures and a serious head injury. The worker received a verbal reminder but continued.,1,original_trusted,,,,,,,
Tank truck not grounded during unloading. Static spark ignited flammable vapor. Driver and operator burned. Fire extinguisher failed. Truck not connected to ground cable. Procedure violated by both parties.,1,,Unsafe Act,High,SIF,Tank Truck Loading Bay,Logistics Operations,1.0,
Safety harness not connected - worker fell. Suspension injury. Worker had harness but didn't connect lanyard. Distracted by phone. Fell 5 meters. Sustained back injury. Lanyard nearby not attached.,1,,Unsafe Act,High,SIF,Roof Area,Maintenance Mechanical,1.0,
Incident observation 679: Opened a pressurized acid line while preparing equipment for service created a chemical release. A face shield and chemical suit were not worn. The reported outcome was permanent eye damage and chemical burns. A safer method was available nearby.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Incident observation 859: Worked on a live steam line during planned shutdown work created a steam release. The line was not isolated and depressurized. The reported outcome was deep thermal burns. The pre-job checklist was incomplete.,1,original_trusted,,,,,,,
Incident observation 419: Opened an energized switchboard during planned shutdown work created a arc flash. Arc-rated ppe and isolation were not used. The reported outcome was severe burns to the face and hands. The pre-job checklist was incomplete.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Incident observation 614: Welded beside a tank connection during a scheduled inspection created a flammable-vapour ignition. The hot-work permit and gas test were bypassed. The reported outcome was a flash fire with serious burns. The worker received a verbal reminder but continued.,1,original_trusted,,,,,,,
"While during normal production, a worker cleared a jam on a running conveyor. The unsafe act was that lockout-tagout was not applied. This led to machine entanglement; outcome was an amputation injury. The worker received a verbal reminder but continued.",1,,Unsafe Act,High,SIF,Tank Farm,Operations,1.0,
Incident observation 1224: Drove a forklift carrying an oversized load during material movement created a mobile-equipment overturn. The load capacity and travel route were not checked. The reported outcome was serious crush injuries. The pre-job checklist was incomplete.,1,original_trusted,,,,,,,
Incident observation 569: Entered an unsupported trench during routine maintenance created a excavation collapse. Shoring and a safe-entry inspection were missing. The reported outcome was burial injuries and emergency extraction. The worker received a verbal reminder but continued.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Hot work near flammable tank - explosion. Three workers burned. Tank not inspected - had flammable residues. Gas test done incorrectly. Several hours since test. Changing conditions not monitored. Severe burns.,1,,Unsafe Act,High,SIF,Tank Farm,Operations Maintenance,1.0,
Incident observation 69: Cleared a jam on a running conveyor during normal production created a machine entanglement. Lockout-tagout was not applied. The reported outcome was an amputation injury. The hazard was visible before work began.,1,original_trusted,,,,,,,
Incident observation 444: Responded to a leak in a process area while completing an urgent task created a toxic-gas exposure. Respiratory protection and gas monitoring were not used. The reported outcome was collapse from toxic inhalation. The supervisor was not informed before the task started.,1,original_trusted,,,,,,,
Unprotected grinding wheel shattered - fragment struck worker's chest. Worker with safety glasses but no body shield. Broken ribs and punctured lung. Wheel rated for wrong RPM. Exceeded limit. Worker lucky to survive.,1,original_trusted,,,,,,,
Incident observation 709: Cleared a jam on a running conveyor during normal production created a machine entanglement. Lockout-tagout was not applied. The reported outcome was an amputation injury. The hazard was visible before work began.,1,original_trusted,,,,,,,
Incident observation 659: Opened an energized switchboard during planned shutdown work created a arc flash. Arc-rated ppe and isolation were not used. The reported outcome was severe burns to the face and hands. The pre-job checklist was incomplete.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Incident observation 954: Disconnected a pressurized hydraulic hose during a night shift created a high-pressure hose whip. Pressure was not isolated before disconnection. The reported outcome was facial fractures and a broken jaw. A safer method was available nearby.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Incident observation 99: Opened an energized switchboard during planned shutdown work created a arc flash. Arc-rated ppe and isolation were not used. The reported outcome was severe burns to the face and hands. The pre-job checklist was incomplete.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Incident observation 404: Walked beneath a crane load while completing an urgent task created a suspended-load strike. The exclusion zone was ignored. The reported outcome was a crushed leg requiring surgery. The supervisor was not informed before the task started.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Incident observation 694: Welded beside a tank connection during a scheduled inspection created a flammable-vapour ignition. The hot-work permit and gas test were bypassed. The reported outcome was a flash fire with serious burns. The worker received a verbal reminder but continued.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Incident observation 1044: Walked beneath a crane load while completing an urgent task created a suspended-load strike. The exclusion zone was ignored. The reported outcome was a crushed leg requiring surgery. The supervisor was not informed before the task started.,1,original_trusted,,,,,,,
Incident observation 924: Responded to a leak in a process area while completing an urgent task created a toxic-gas exposure. Respiratory protection and gas monitoring were not used. The reported outcome was collapse from toxic inhalation. The supervisor was not informed before the task started.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Conveyor belt fire started - worker using cleaning solvent. Solvent ignition. Worker's hands burned. Solvent near moving belt. Worker using improper solvent. Belt not stopped. Worker didn't use approved methods.,1,original_trusted,,,,,,,
Incident observation 834: Reversed a forklift in a shared aisle during a night shift created a forklift contact. The driver did not check the blind spot. The reported outcome was a crushed foot requiring treatment. A safer method was available nearby.,1,,Unsafe Act,Medium,SIF,Loading Bay,Logistics,1.0,
Incident observation 1019: Worked on a live steam line during planned shutdown work created a steam release. The line was not isolated and depressurized. The reported outcome was deep thermal burns. The pre-job checklist was incomplete.,1,original_trusted,,,,,,,
Incident observation 1264: Worked below overhead lifting activity during material movement created a falling-object impact. The barricaded area was entered without authorization. The reported outcome was a serious head injury. The pre-job checklist was incomplete.,1,original_trusted,,,,,,,
Gasoline transferred without proper bonding and grounding. Static electricity caused ignition. Flash fire burned worker's arms and face. Worker not wearing flame-resistant clothing. No fire extinguisher nearby.,1,original_trusted,,,,,,,
Boiler operation at unsafe pressure. Worker bypassed safety interlock. Boiler exploded during shift. Two workers killed. Multiple burns and injuries. Interlock bypass common practice to save time. Unauthorized modification.,1,,Unsafe Act,High,SIF,Boiler House,Operations Mechanical,1.0,
Incident observation 249: Entered an unsupported trench during routine maintenance created a excavation collapse. Shoring and a safe-entry inspection were missing. The reported outcome was burial injuries and emergency extraction. The worker received a verbal reminder but continued.,1,original_trusted,,,,,,,
Incident observation 914: Reversed a forklift in a shared aisle during a night shift created a forklift contact. The driver did not check the blind spot. The reported outcome was a crushed foot requiring treatment. A safer method was available nearby.,1,original_trusted,,,,,,,
Incident observation 539: Worked on a live steam line during planned shutdown work created a steam release. The line was not isolated and depressurized. The reported outcome was deep thermal burns. The pre-job checklist was incomplete.,1,original_trusted,,,,,,,
Incident observation 509: Raised a metal ladder near utility lines during normal production created a overhead-power-line contact. Minimum approach distance was not maintained. The reported outcome was electrical burns and cardiac arrest. The hazard was visible before work began.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Incident observation 964: Walked beneath a crane load while completing an urgent task created a suspended-load strike. The exclusion zone was ignored. The reported outcome was a crushed leg requiring surgery. The supervisor was not informed before the task started.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Incident observation 514: Entered a vessel to inspect an internal valve during a night shift created a confined-space oxygen deficiency. The entry permit and atmosphere test were skipped. The reported outcome was loss of consciousness requiring emergency rescue. A safer method was available nearby.,1,original_trusted,,,,,,,
Incident observation 679: Opened a pressurized acid line while preparing equipment for service created a chemical release. A face shield and chemical suit were not worn. The reported outcome was permanent eye damage and chemical burns. A safer method was available nearby.,1,original_trusted,,,,,,,
Incident observation 139: Worked on a live steam line during planned shutdown work created a steam release. The line was not isolated and depressurized. The reported outcome was deep thermal burns. The pre-job checklist was incomplete.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
"During routine maintenance, a worker experienced fall from an elevated work platform after they installed pipe supports. Fall arrest lanyard was not connected. Outcome: multiple fractures and a serious head injury. The supervisor was not informed before the task started.",1,,Unsafe Act,High,SIF,Process Unit,Operations,1.0,
Incident observation 494: Inspected a rotating shaft during a scheduled inspection created a rotating-equipment entanglement. The guard had been removed and equipment remained energized. The reported outcome was a severe arm injury. The worker received a verbal reminder but continued.,1,original_trusted,,,,,,,
Incident observation 744: Drove a forklift carrying an oversized load during material movement created a mobile-equipment overturn. The load capacity and travel route were not checked. The reported outcome was serious crush injuries. The pre-job checklist was incomplete.,1,original_trusted,,,,,,,
Incident observation 774: Welded beside a tank connection during a scheduled inspection created a flammable-vapour ignition. The hot-work permit and gas test were bypassed. The reported outcome was a flash fire with serious burns. The worker received a verbal reminder but continued.,1,original_trusted,,,,,,,
"While while completing an urgent task, a worker walked beneath a crane load. The unsafe act was that the exclusion zone was ignored. This led to suspended-load strike; outcome was a crushed leg requiring surgery. The hazard was visible before work began.",1,original_trusted,,,,,,,
Incident observation 209: Installed pipe supports during routine maintenance created a fall from an elevated work platform. Fall arrest lanyard was not connected. The reported outcome was multiple fractures and a serious head injury. The worker received a verbal reminder but continued.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Incident observation 469: Cleared a jam on a running conveyor during normal production created a machine entanglement. Lockout-tagout was not applied. The reported outcome was an amputation injury. The hazard was visible before work began.,1,,Unsafe Act,High,SIF,Maintenance Workshop,Mechanical,1.0,
Worker using non-rated lifting sling - snapped. Load fell. Worker's leg crushed. Sling rated for lower load. Weight mis-estimated. Worker not qualified. Injury required amputation below knee. Lifting plan missing.,1,original_trusted,,,,,,,
Incident observation 34: Reversed a forklift in a shared aisle during a night shift created a forklift contact. The driver did not check the blind spot. The reported outcome was a crushed foot requiring treatment. A safer method was available nearby.,1,,Unsafe Act,Medium,SIF,Loading Bay,Logistics,1.0,
"While preparing equipment for service, a worker experienced pressure-vessel overpressure after they continued operating a boiler above its limit. A safety interlock had been bypassed. Outcome: an explosion with life-threatening injuries. The hazard was visible before work began.",1,,Unsafe Act,High,SIF,Process Unit,Operations,1.0,
Incident observation 869: Cleared a jam on a running conveyor during normal production created a machine entanglement. Lockout-tagout was not applied. The reported outcome was an amputation injury. The hazard was visible before work began.,1,original_trusted,,,,,,,
