report_id,report_type,description_raw,description_clean,site,activity,barrier_failure,iogp_life_saving_rule,risk_level,sif_potential,case_basis
NM_0226,Near Miss,"Shift crew reported that during Pump maintenance in Wellsite, Work scope had changed but the permit and job safety analysis were not revalidated. Work was paused until the issue was addressed. Work was temporarily halted pending verification of the control measure.","Shift crew reported that during Pump maintenance in Wellsite, Work scope had changed but the permit and job safety analysis were not revalidated. Work was paused until the issue was addressed. Work was temporarily halted pending verification of the control measure.",Wellsite,Pump maintenance,Work scope had changed but the permit and job safety analysis were not revalidated,Safe Mechanical Lifting,Medium,0,Energy isolation incident
NM_0014,Near Miss,Inspection revealed Emergency response delayed during Housekeeping inspection at Compressor station. No work stoppage was required. The observation was logged and addressed during the same shift.,Inspection revealed Emergency response delayed during Housekeeping inspection at Compressor station. No work stoppage was required. The observation was logged and addressed during the same shift.,Compressor station,Housekeeping inspection,Emergency response delayed,None/Not Applicable,Low,0,Stored-energy controls
NM_0744,Near Miss,"Before/during Scaffold modification at Pump station, Supervision absent. The situation had imminent potential for fatality and was escalated immediately. The situation had imminent potential for fatality and was escalated immediately.","Before/during Scaffold modification at Pump station, Supervision absent. The situation had imminent potential for fatality and was escalated immediately. The situation had imminent potential for fatality and was escalated immediately.",Pump station,Scaffold modification,Supervision absent,Working at Height,Critical,1,Journey-management controls
NM_0271,Near Miss,"Near-miss observation: while performing Chemical sampling at Refinery unit, the team found that Lockout-tagout missing. Work was stopped temporarily and resumed after verification. Work was temporarily halted pending verification of the control measure.","Near-miss observation: while performing Chemical sampling at Refinery unit, the team found that Lockout-tagout missing. Work was stopped temporarily and resumed after verification. Work was temporarily halted pending verification of the control measure.",Refinery unit,Chemical sampling,Lockout-tagout missing,Energy Isolation,Medium,0,Energy isolation controls
NM_0089,Near Miss,"Near-miss observation: while performing Pump seal replacement at Pipeline ROW, the team found that Drain cover was open and combustible vapour testing was not documented. No work stoppage was required. The observation was logged and addressed during the same shift.","Near-miss observation: while performing Pump seal replacement at Pipeline ROW, the team found that Drain cover was open and combustible vapour testing was not documented. No work stoppage was required. The observation was logged and addressed during the same shift.",Pipeline ROW,Pump seal replacement,Drain cover was open and combustible vapour testing was not documented,Hot Work,Low,0,Vehicle-movement controls
NM_0792,Near Miss,"Inspection revealed Lift plan, tag lines, and barricaded drop zone were not available during Instrument calibration at Maintenance yard. Work was stopped urgently and emergency response was initiated. The situation had imminent potential for fatality and was escalated immediately.","Inspection revealed Lift plan, tag lines, and barricaded drop zone were not available during Instrument calibration at Maintenance yard. Work was stopped urgently and emergency response was initiated. The situation had imminent potential for fatality and was escalated immediately.",Maintenance yard,Instrument calibration,"Lift plan, tag lines, and barricaded drop zone were not available",Safe Mechanical Lifting,Critical,1,Confined space entry incident
NM_0575,Near Miss,"During routine checks at Wellsite, Exclusion zone missing was observed during Wellhead valve maintenance. The job was halted due to high-risk exposure. A supervisor issued a stop-work intervention and required a formal control verification.","During routine checks at Wellsite, Exclusion zone missing was observed during Wellhead valve maintenance. The job was halted due to high-risk exposure. A supervisor issued a stop-work intervention and required a formal control verification.",Wellsite,Wellhead valve maintenance,Exclusion zone missing,Line of Fire,High,1,Lifting/crane incident
NM_0559,Near Miss,"Before/during Manual handling of tubulars at Storage tank, Gas testing was overdue and no dedicated fire watch was assigned. The situation had credible potential for serious injury. The failed critical control created credible potential for serious injury; the task was stopped and reported to HSE.","Before/during Manual handling of tubulars at Storage tank, Gas testing was overdue and no dedicated fire watch was assigned. The situation had credible potential for serious injury. The failed critical control created credible potential for serious injury; the task was stopped and reported to HSE.",Storage tank,Manual handling of tubulars,Gas testing was overdue and no dedicated fire watch was assigned,Confined Space,High,1,Electrical shock precursor
NM_0272,Near Miss,"Near-miss observation: while performing Drilling operations at Compressor station, the team found that Drain cover was open and combustible vapour testing was not documented. Work was stopped temporarily and resumed after verification. The supervisor reviewed the situation and approved continuation after correction.","Near-miss observation: while performing Drilling operations at Compressor station, the team found that Drain cover was open and combustible vapour testing was not documented. Work was stopped temporarily and resumed after verification. The supervisor reviewed the situation and approved continuation after correction.",Compressor station,Drilling operations,Drain cover was open and combustible vapour testing was not documented,Hot Work,Medium,0,Confined-space entry controls
NM_0526,Near Miss,Inspection revealed Communication failure during Vessel entry preparation at Wellsite. The job was halted due to high-risk exposure. A supervisor issued a stop-work intervention and required a formal control verification.,Inspection revealed Communication failure during Vessel entry preparation at Wellsite. The job was halted due to high-risk exposure. A supervisor issued a stop-work intervention and required a formal control verification.,Wellsite,Vessel entry preparation,Communication failure,Confined Space,High,1,Dropped object incident
NM_0496,Near Miss,"Shift crew reported that during Process unit startup/shutdown in Field office area, Spill containment missing. The activity was stopped as it could have resulted in serious harm. Personnel were close to hazardous energy exposure, so the area was secured pending investigation.","Shift crew reported that during Process unit startup/shutdown in Field office area, Spill containment missing. The activity was stopped as it could have resulted in serious harm. Personnel were close to hazardous energy exposure, so the area was secured pending investigation.",Field office area,Process unit startup/shutdown,Spill containment missing,Safe Mechanical Lifting,High,1,Electrical shock precursor
NM_0646,Near Miss,"During routine checks at Pipeline ROW, Emergency response delayed was observed during Pump maintenance. Multiple workers were at risk of serious injury or fatality. All personnel were evacuated and the area was secured pending full investigation.","During routine checks at Pipeline ROW, Emergency response delayed was observed during Pump maintenance. Multiple workers were at risk of serious injury or fatality. All personnel were evacuated and the area was secured pending full investigation.",Pipeline ROW,Pump maintenance,Emergency response delayed,None/Not Applicable,Critical,1,Forklift handling controls
NM_0206,Near Miss,"During routine checks at Truck loading bay, Training inadequate was observed during Tank farm operations. Work was paused until the issue was addressed. The crew escalated the issue through the shift safety meeting and closed it before continuation.","During routine checks at Truck loading bay, Training inadequate was observed during Tank farm operations. Work was paused until the issue was addressed. The crew escalated the issue through the shift safety meeting and closed it before continuation.",Truck loading bay,Tank farm operations,Training inadequate,Confined Space,Medium,0,Hot-work controls
NM_0025,Near Miss,"Near-miss observation: while performing Forklift pallet handling at Gas processing unit, the team found that Fire watch missing. The team corrected it without delay. The issue was minor and was rectified before it affected the task.","Near-miss observation: while performing Forklift pallet handling at Gas processing unit, the team found that Fire watch missing. The team corrected it without delay. The issue was minor and was rectified before it affected the task.",Gas processing unit,Forklift pallet handling,Fire watch missing,Hot Work,Low,0,Pinch-point controls
NM_0699,Near Miss,A Trip interlock was found bypassed during a production upset was identified during Lifting and rigging at Wellsite. Work was stopped urgently and emergency response was initiated. Personnel were moved to a safe location and the event was treated as a high-potential near miss.,A Trip interlock was found bypassed during a production upset was identified during Lifting and rigging at Wellsite. Work was stopped urgently and emergency response was initiated. Personnel were moved to a safe location and the event was treated as a high-potential near miss.,Wellsite,Lifting and rigging,Trip interlock was found bypassed during a production upset,Safe Mechanical Lifting,Critical,1,Slip/trip/fall incident
NM_0110,Near Miss,A Sample bottle label was unclear and secondary containment was not positioned was identified during Chemical sampling at Pipeline ROW. Work was paused briefly and the issue was resolved. The issue was minor and was rectified before it affected the task.,A Sample bottle label was unclear and secondary containment was not positioned was identified during Chemical sampling at Pipeline ROW. Work was paused briefly and the issue was resolved. The issue was minor and was rectified before it affected the task.,Pipeline ROW,Chemical sampling,Sample bottle label was unclear and secondary containment was not positioned,None/Not Applicable,Low,0,SIMOPS controls
NM_0725,Near Miss,Inspection revealed Scaffold was altered without inspection tag and toe boards were missing during Grinding near drain at Pump station. Multiple workers were at risk of serious injury or fatality. The situation had imminent potential for fatality and was escalated immediately.,Inspection revealed Scaffold was altered without inspection tag and toe boards were missing during Grinding near drain at Pump station. Multiple workers were at risk of serious injury or fatality. The situation had imminent potential for fatality and was escalated immediately.,Pump station,Grinding near drain,Scaffold was altered without inspection tag and toe boards were missing,Hot Work,Critical,1,Finger injury during handling
NM_0763,Near Miss,"During routine checks at Field office area, Training inadequate was observed during Internal tank inspection. Work was stopped urgently and emergency response was initiated. The situation had imminent potential for fatality and was escalated immediately.","During routine checks at Field office area, Training inadequate was observed during Internal tank inspection. Work was stopped urgently and emergency response was initiated. The situation had imminent potential for fatality and was escalated immediately.",Field office area,Internal tank inspection,Training inadequate,Confined Space,Critical,1,Process fire precursor
NM_0257,Near Miss,Inspection revealed Pneumatic energy isolation was not locked and residual pressure remained in the line during Scaffold modification at Gas processing unit. Work was stopped temporarily and resumed after verification. The supervisor reviewed the situation and approved continuation after correction.,Inspection revealed Pneumatic energy isolation was not locked and residual pressure remained in the line during Scaffold modification at Gas processing unit. Work was stopped temporarily and resumed after verification. The supervisor reviewed the situation and approved continuation after correction.,Gas processing unit,Scaffold modification,Pneumatic energy isolation was not locked and residual pressure remained in the line,Energy Isolation,Medium,0,Wellsite fatality precursor
NM_0587,Near Miss,"Before/during Pressure vessel testing at Field office area, Simultaneous operations were not recorded in the permit briefing. Critical control failure was corrected before resuming work. Work was halted due to high-risk exposure and corrective measures were implemented.","Before/during Pressure vessel testing at Field office area, Simultaneous operations were not recorded in the permit briefing. Critical control failure was corrected before resuming work. Work was halted due to high-risk exposure and corrective measures were implemented.",Field office area,Pressure vessel testing,Simultaneous operations were not recorded in the permit briefing,Confined Space,High,1,Chemical exposure incident
NM_0388,Near Miss,"Inspection revealed Lift plan missing during Night driving to remote site at Storage depot. The activity was delayed pending correction. The task was paused, the control was restored, and the supervisor verified readiness before work resumed.","Inspection revealed Lift plan missing during Night driving to remote site at Storage depot. The activity was delayed pending correction. The task was paused, the control was restored, and the supervisor verified readiness before work resumed.",Storage depot,Night driving to remote site,Lift plan missing,Safe Mechanical Lifting,Medium,0,Dropped object incident
NM_0223,Near Miss,"A Spill containment missing was identified during Electrical maintenance at Pipeline ROW. The supervisor reviewed and approved continuation after correction. The task was paused, the control was restored, and the supervisor verified readiness before work resumed.","A Spill containment missing was identified during Electrical maintenance at Pipeline ROW. The supervisor reviewed and approved continuation after correction. The task was paused, the control was restored, and the supervisor verified readiness before work resumed.",Pipeline ROW,Electrical maintenance,Spill containment missing,Energy Isolation,Medium,0,Hot-work controls
NM_0243,Near Miss,A Warning sign missing was identified during Manual handling of tubulars at LPG bottling plant. The job proceeded only after corrective measures. The crew escalated the issue through the shift safety meeting and closed it before continuation.,A Warning sign missing was identified during Manual handling of tubulars at LPG bottling plant. The job proceeded only after corrective measures. The crew escalated the issue through the shift safety meeting and closed it before continuation.,LPG bottling plant,Manual handling of tubulars,Warning sign missing,Working at Height,Medium,0,Excavation controls
NM_0715,Near Miss,"Near-miss observation: while performing Night driving to remote site at Storage depot, the team found that Atmosphere not tested. Work was stopped urgently and emergency response was initiated. The condition presented immediate potentially fatal exposure; operations were stopped, the area was isolated, and emergency escalation began.","Near-miss observation: while performing Night driving to remote site at Storage depot, the team found that Atmosphere not tested. Work was stopped urgently and emergency response was initiated. The condition presented immediate potentially fatal exposure; operations were stopped, the area was isolated, and emergency escalation began.",Storage depot,Night driving to remote site,Atmosphere not tested,Confined Space,Critical,1,Energy isolation incident
NM_0121,Near Miss,"Before/during Loading/unloading operations at Drilling rig, Trip interlock was found bypassed during a production upset. No work stoppage was required. The observation was logged and addressed during the same shift.","Before/during Loading/unloading operations at Drilling rig, Trip interlock was found bypassed during a production upset. No work stoppage was required. The observation was logged and addressed during the same shift.",Drilling rig,Loading/unloading operations,Trip interlock was found bypassed during a production upset,Bypassing Safety Controls,Low,0,Excavation/pipeline incident
NM_0194,Near Miss,"Shift crew reported that during Pump maintenance in Refinery unit, Reversing was attempted without a banksman and pedestrian segregation. No work stoppage was required. The observation was logged and addressed during the same shift.","Shift crew reported that during Pump maintenance in Refinery unit, Reversing was attempted without a banksman and pedestrian segregation. No work stoppage was required. The observation was logged and addressed during the same shift.",Refinery unit,Pump maintenance,Reversing was attempted without a banksman and pedestrian segregation,Driving,Low,0,Pressure testing incident
NM_0778,Near Miss,"During routine checks at Tank farm, Open edge protection and full-body harness anchorage were unavailable was observed during Breaking a pressurised flange. Actual exposure to hazardous conditions occurred. Personnel were moved to a safe location and the event was treated as a high-potential near miss.","During routine checks at Tank farm, Open edge protection and full-body harness anchorage were unavailable was observed during Breaking a pressurised flange. Actual exposure to hazardous conditions occurred. Personnel were moved to a safe location and the event was treated as a high-potential near miss.",Tank farm,Breaking a pressurised flange,Open edge protection and full-body harness anchorage were unavailable,Working at Height,Critical,1,Electrical shock precursor
NM_0043,Near Miss,"Near-miss observation: while performing Electrical maintenance at Pipeline ROW, the team found that Atmosphere not tested. The area was corrected immediately. No work stoppage was required as the risk was minimal.","Near-miss observation: while performing Electrical maintenance at Pipeline ROW, the team found that Atmosphere not tested. The area was corrected immediately. No work stoppage was required as the risk was minimal.",Pipeline ROW,Electrical maintenance,Atmosphere not tested,Confined Space,Low,0,Wellsite fatality precursor
NM_0696,Near Miss,"During routine checks at Drilling rig, Spill containment missing was observed during Breaking a pressurised flange. Actual exposure to hazardous conditions occurred. The condition presented immediate potentially fatal exposure; operations were stopped, the area was isolated, and emergency escalation began.","During routine checks at Drilling rig, Spill containment missing was observed during Breaking a pressurised flange. Actual exposure to hazardous conditions occurred. The condition presented immediate potentially fatal exposure; operations were stopped, the area was isolated, and emergency escalation began.",Drilling rig,Breaking a pressurised flange,Spill containment missing,Confined Space,Critical,1,Confined space entry incident
NM_0078,Near Miss,"Shift crew reported that during Lifting valve actuator in Offshore platform, Driver fatigue screening and journey-management check were incomplete. Corrective action was taken on the spot. The condition was corrected during the routine inspection, with no exposure to hazardous energy.","Shift crew reported that during Lifting valve actuator in Offshore platform, Driver fatigue screening and journey-management check were incomplete. Corrective action was taken on the spot. The condition was corrected during the routine inspection, with no exposure to hazardous energy.",Offshore platform,Lifting valve actuator,Driver fatigue screening and journey-management check were incomplete,Safe Mechanical Lifting,Low,0,Stored-energy controls
NM_0145,Near Miss,A Emergency access route was partly obstructed by temporary materials was identified during Confined space entry at Compressor station. The area was corrected immediately. No work stoppage was required as the risk was minimal.,A Emergency access route was partly obstructed by temporary materials was identified during Confined space entry at Compressor station. The area was corrected immediately. No work stoppage was required as the risk was minimal.,Compressor station,Confined space entry,Emergency access route was partly obstructed by temporary materials,Confined Space,Low,0,Fall from height
NM_0300,Near Miss,"Near-miss observation: while performing Sampling and testing at Pump station, the team found that PPE not used. Work was paused until the issue was addressed. No one was exposed, but the observation required a documented corrective action.","Near-miss observation: while performing Sampling and testing at Pump station, the team found that PPE not used. Work was paused until the issue was addressed. No one was exposed, but the observation required a documented corrective action.",Pump station,Sampling and testing,PPE not used,None/Not Applicable,Medium,0,Vehicle collision precursor
NM_0247,Near Miss,"Near-miss observation: while performing Valve maintenance at Pipeline ROW, the team found that Lockout-tagout missing. The supervisor reviewed and approved continuation after correction. No one was exposed, but the observation required a documented corrective action.","Near-miss observation: while performing Valve maintenance at Pipeline ROW, the team found that Lockout-tagout missing. The supervisor reviewed and approved continuation after correction. No one was exposed, but the observation required a documented corrective action.",Pipeline ROW,Valve maintenance,Lockout-tagout missing,Energy Isolation,Medium,0,Confined-space entry controls
NM_0660,Near Miss,"A Permit missing was identified during Housekeeping inspection at Pipeline ROW. Actual exposure to hazardous conditions occurred. Multiple critical barriers were ineffective, creating imminent serious-injury or fatality potential.","A Permit missing was identified during Housekeeping inspection at Pipeline ROW. Actual exposure to hazardous conditions occurred. Multiple critical barriers were ineffective, creating imminent serious-injury or fatality potential.",Pipeline ROW,Housekeeping inspection,Permit missing,Work Authorization,Critical,1,Pressure testing incident
NM_0059,Near Miss,"Shift crew reported that during Valve maintenance in Truck loading bay, Pneumatic energy isolation was not locked and residual pressure remained in the line. The team corrected it without delay. The team recorded the observation and completed immediate housekeeping correction.","Shift crew reported that during Valve maintenance in Truck loading bay, Pneumatic energy isolation was not locked and residual pressure remained in the line. The team corrected it without delay. The team recorded the observation and completed immediate housekeeping correction.",Truck loading bay,Valve maintenance,Pneumatic energy isolation was not locked and residual pressure remained in the line,Energy Isolation,Low,0,LPG release incident
NM_0113,Near Miss,"During routine checks at Field office area, Procedure not followed was observed during Electrical maintenance. Work was paused briefly and the issue was resolved. The condition was corrected during the routine inspection, with no exposure to hazardous energy.","During routine checks at Field office area, Procedure not followed was observed during Electrical maintenance. Work was paused briefly and the issue was resolved. The condition was corrected during the routine inspection, with no exposure to hazardous energy.",Field office area,Electrical maintenance,Procedure not followed,Energy Isolation,Low,0,Vehicle collision precursor
NM_0717,Near Miss,"Before/during Valve maintenance at Pipeline ROW, Fire watch missing. Actual exposure to hazardous conditions occurred. All personnel were evacuated and the area was secured pending full investigation.","Before/during Valve maintenance at Pipeline ROW, Fire watch missing. Actual exposure to hazardous conditions occurred. All personnel were evacuated and the area was secured pending full investigation.",Pipeline ROW,Valve maintenance,Fire watch missing,Hot Work,Critical,1,Slip/trip/fall incident
NM_0023,Near Miss,"During routine checks at Wellsite, No pre-entry gas test, attendant, rescue arrangement, or signed entry permit was observed during Hot work (welding/grinding). No work stoppage was required. The observation was logged and addressed during the same shift.","During routine checks at Wellsite, No pre-entry gas test, attendant, rescue arrangement, or signed entry permit was observed during Hot work (welding/grinding). No work stoppage was required. The observation was logged and addressed during the same shift.",Wellsite,Hot work (welding/grinding),"No pre-entry gas test, attendant, rescue arrangement, or signed entry permit",Confined Space,Low,0,Forklift handling controls
NM_0289,Near Miss,"Inspection revealed Line was not depressurised and workers were positioned in the potential release path during Excavation work at Storage depot. Work was paused until the issue was addressed. The task was paused, the control was restored, and the supervisor verified readiness before work resumed.","Inspection revealed Line was not depressurised and workers were positioned in the potential release path during Excavation work at Storage depot. Work was paused until the issue was addressed. The task was paused, the control was restored, and the supervisor verified readiness before work resumed.",Storage depot,Excavation work,Line was not depressurised and workers were positioned in the potential release path,Line of Fire,Medium,0,Finger injury during handling
NM_0107,Near Miss,"Near-miss observation: while performing Drilling operations at Pipeline ROW, the team found that Equipment defect. The area was corrected immediately. No work stoppage was required as the risk was minimal.","Near-miss observation: while performing Drilling operations at Pipeline ROW, the team found that Equipment defect. The area was corrected immediately. No work stoppage was required as the risk was minimal.",Pipeline ROW,Drilling operations,Equipment defect,Line of Fire,Low,0,Vehicle-movement controls
NM_0701,Near Miss,"Near-miss observation: while performing Tank farm operations at Gas processing unit, the team found that Excavation edge was not barricaded and underground utility mark-out was incomplete. Actual exposure to hazardous conditions occurred. Personnel were moved to a safe location and the event was treated as a high-potential near miss.","Near-miss observation: while performing Tank farm operations at Gas processing unit, the team found that Excavation edge was not barricaded and underground utility mark-out was incomplete. Actual exposure to hazardous conditions occurred. Personnel were moved to a safe location and the event was treated as a high-potential near miss.",Gas processing unit,Tank farm operations,Excavation edge was not barricaded and underground utility mark-out was incomplete,Confined Space,Critical,1,Chemical exposure incident
NM_0511,Near Miss,"During routine checks at Drilling rig, PPE not used was observed during Grinding near drain. Work was stopped due to potential serious injury risk. A supervisor issued a stop-work intervention and required a formal control verification.","During routine checks at Drilling rig, PPE not used was observed during Grinding near drain. Work was stopped due to potential serious injury risk. A supervisor issued a stop-work intervention and required a formal control verification.",Drilling rig,Grinding near drain,PPE not used,Hot Work,High,1,Maintenance fabrication fire
NM_0610,Near Miss,"During routine checks at Drilling rig, Gas testing was overdue and no dedicated fire watch was assigned was observed during Reversing vehicle operations. All personnel were evacuated. Personnel were moved to a safe location and the event was treated as a high-potential near miss.","During routine checks at Drilling rig, Gas testing was overdue and no dedicated fire watch was assigned was observed during Reversing vehicle operations. All personnel were evacuated. Personnel were moved to a safe location and the event was treated as a high-potential near miss.",Drilling rig,Reversing vehicle operations,Gas testing was overdue and no dedicated fire watch was assigned,Confined Space,Critical,1,Forklift handling controls
NM_0379,Near Miss,"Before/during Hydrostatic pressure test at Gas processing unit, Electrical supply and process pressure isolation were not independently verified. The job proceeded only after corrective measures. The task was paused, the control was restored, and the supervisor verified readiness before work resumed.","Before/during Hydrostatic pressure test at Gas processing unit, Electrical supply and process pressure isolation were not independently verified. The job proceeded only after corrective measures. The task was paused, the control was restored, and the supervisor verified readiness before work resumed.",Gas processing unit,Hydrostatic pressure test,Electrical supply and process pressure isolation were not independently verified,Hot Work,Medium,0,Chemical exposure incident
NM_0024,Near Miss,"Near-miss observation: while performing Electrical maintenance at Truck loading bay, the team found that Warning sign missing. The team corrected it without delay. The observation was logged and addressed during the same shift.","Near-miss observation: while performing Electrical maintenance at Truck loading bay, the team found that Warning sign missing. The team corrected it without delay. The observation was logged and addressed during the same shift.",Truck loading bay,Electrical maintenance,Warning sign missing,Energy Isolation,Low,0,Journey-management controls
NM_0173,Near Miss,"Near-miss observation: while performing Pipeline inspection at LPG bottling plant, the team found that Driver fatigue screening and journey-management check were incomplete. Work was paused briefly and the issue was resolved. The team recorded the observation and completed immediate housekeeping correction.","Near-miss observation: while performing Pipeline inspection at LPG bottling plant, the team found that Driver fatigue screening and journey-management check were incomplete. Work was paused briefly and the issue was resolved. The team recorded the observation and completed immediate housekeeping correction.",LPG bottling plant,Pipeline inspection,Driver fatigue screening and journey-management check were incomplete,Driving,Low,0,Vehicle-movement controls
NM_0195,Near Miss,"Shift crew reported that during Reversing vehicle operations in Gas processing unit, Training inadequate. No work stoppage was required. No work stoppage was required as the risk was minimal.","Shift crew reported that during Reversing vehicle operations in Gas processing unit, Training inadequate. No work stoppage was required. No work stoppage was required as the risk was minimal.",Gas processing unit,Reversing vehicle operations,Training inadequate,Driving,Low,0,Fall from height
NM_0372,Near Miss,"During routine checks at Wellsite, Electrical supply and process pressure isolation were not independently verified was observed during Electrical maintenance. The supervisor reviewed and approved continuation after correction. The task was paused, the control was restored, and the supervisor verified readiness before work resumed.","During routine checks at Wellsite, Electrical supply and process pressure isolation were not independently verified was observed during Electrical maintenance. The supervisor reviewed and approved continuation after correction. The task was paused, the control was restored, and the supervisor verified readiness before work resumed.",Wellsite,Electrical maintenance,Electrical supply and process pressure isolation were not independently verified,Energy Isolation,Medium,0,Electrical shock precursor
NM_0003,Near Miss,"During Grinding near drain at Field office area, Isolation not verified. The area was corrected immediately. The observation was logged and addressed during the same shift.","During Grinding near drain at Field office area, Isolation not verified. The area was corrected immediately. The observation was logged and addressed during the same shift.",Field office area,Grinding near drain,Isolation not verified,Energy Isolation,Low,0,Lifting/crane incident
NM_0096,Near Miss,"During Manual handling of tubulars at Maintenance yard, Hands were placed near pinch points and no designated signaler was present. Work was paused briefly and the issue was resolved. The team recorded the observation and completed immediate housekeeping correction.","During Manual handling of tubulars at Maintenance yard, Hands were placed near pinch points and no designated signaler was present. Work was paused briefly and the issue was resolved. The team recorded the observation and completed immediate housekeeping correction.",Maintenance yard,Manual handling of tubulars,Hands were placed near pinch points and no designated signaler was present,Line of Fire,Low,0,Pressure-testing controls
NM_0749,Near Miss,"During routine checks at Storage depot, Training inadequate was observed during Lifting valve actuator. Actual exposure to hazardous conditions occurred. Multiple critical barriers were ineffective, creating imminent serious-injury or fatality potential.","During routine checks at Storage depot, Training inadequate was observed during Lifting valve actuator. Actual exposure to hazardous conditions occurred. Multiple critical barriers were ineffective, creating imminent serious-injury or fatality potential.",Storage depot,Lifting valve actuator,Training inadequate,Safe Mechanical Lifting,Critical,1,Slip/trip/fall incident
NM_0421,Near Miss,Inspection revealed Electrical supply and process pressure isolation were not independently verified during Vehicle movement at Process plant. The job was halted due to high-risk exposure. A supervisor issued a stop-work intervention and required a formal control verification.,Inspection revealed Electrical supply and process pressure isolation were not independently verified during Vehicle movement at Process plant. The job was halted due to high-risk exposure. A supervisor issued a stop-work intervention and required a formal control verification.,Process plant,Vehicle movement,Electrical supply and process pressure isolation were not independently verified,Driving,High,1,Equipment failure incident
NM_0009,Near Miss,"During routine checks at Storage tank, Guard missing was observed during Housekeeping inspection. The team corrected it without delay. The observation was logged and addressed during the same shift.","During routine checks at Storage tank, Guard missing was observed during Housekeeping inspection. The team corrected it without delay. The observation was logged and addressed during the same shift.",Storage tank,Housekeeping inspection,Guard missing,None/Not Applicable,Low,0,Journey-management controls
NM_0334,Near Miss,"Inspection revealed Line was not depressurised and workers were positioned in the potential release path during Hydrostatic pressure test at Process plant. Work was paused until the issue was addressed. No one was exposed, but the observation required a documented corrective action.","Inspection revealed Line was not depressurised and workers were positioned in the potential release path during Hydrostatic pressure test at Process plant. Work was paused until the issue was addressed. No one was exposed, but the observation required a documented corrective action.",Process plant,Hydrostatic pressure test,Line was not depressurised and workers were positioned in the potential release path,Line of Fire,Medium,0,Hot-work controls
NM_0279,Near Miss,A Lockout-tagout missing was identified during Pipeline inspection at Compressor station. Work was paused until the issue was addressed. The supervisor reviewed the situation and approved continuation after correction.,A Lockout-tagout missing was identified during Pipeline inspection at Compressor station. Work was paused until the issue was addressed. The supervisor reviewed the situation and approved continuation after correction.,Compressor station,Pipeline inspection,Lockout-tagout missing,Energy Isolation,Medium,0,Pinch-point controls
NM_0171,Near Miss,Inspection revealed Sample bottle label was unclear and secondary containment was not positioned during Housekeeping inspection at Gas processing unit. No work stoppage was required. No work stoppage was required as the risk was minimal.,Inspection revealed Sample bottle label was unclear and secondary containment was not positioned during Housekeeping inspection at Gas processing unit. No work stoppage was required. No work stoppage was required as the risk was minimal.,Gas processing unit,Housekeeping inspection,Sample bottle label was unclear and secondary containment was not positioned,None/Not Applicable,Low,0,Chemical exposure incident
NM_0364,Near Miss,"A Open edge protection and full-body harness anchorage were unavailable was identified during Housekeeping inspection at Gas processing unit. The supervisor reviewed and approved continuation after correction. The task was paused, the control was restored, and the supervisor verified readiness before work resumed.","A Open edge protection and full-body harness anchorage were unavailable was identified during Housekeeping inspection at Gas processing unit. The supervisor reviewed and approved continuation after correction. The task was paused, the control was restored, and the supervisor verified readiness before work resumed.",Gas processing unit,Housekeeping inspection,Open edge protection and full-body harness anchorage were unavailable,Working at Height,Medium,0,Furnace explosion precursor
NM_0733,Near Miss,"A Pneumatic energy isolation was not locked and residual pressure remained in the line was identified during Scaffold modification at Gas processing unit. Actual exposure to hazardous conditions occurred. Multiple critical barriers were ineffective, creating imminent serious-injury or fatality potential.","A Pneumatic energy isolation was not locked and residual pressure remained in the line was identified during Scaffold modification at Gas processing unit. Actual exposure to hazardous conditions occurred. Multiple critical barriers were ineffective, creating imminent serious-injury or fatality potential.",Gas processing unit,Scaffold modification,Pneumatic energy isolation was not locked and residual pressure remained in the line,Energy Isolation,Critical,1,Excavation controls
NM_0452,Near Miss,"Before/during Confined space entry at Storage depot, Trip interlock was found bypassed during a production upset. The job was halted due to high-risk exposure. The situation had credible potential for serious injury and was escalated immediately.","Before/during Confined space entry at Storage depot, Trip interlock was found bypassed during a production upset. The job was halted due to high-risk exposure. The situation had credible potential for serious injury and was escalated immediately.",Storage depot,Confined space entry,Trip interlock was found bypassed during a production upset,Confined Space,High,1,Hot-work controls
NM_0757,Near Miss,A Open edge protection and full-body harness anchorage were unavailable was identified during Pipe spool welding at Storage tank. Multiple workers were at risk of serious injury or fatality. The situation had imminent potential for fatality and was escalated immediately.,A Open edge protection and full-body harness anchorage were unavailable was identified during Pipe spool welding at Storage tank. Multiple workers were at risk of serious injury or fatality. The situation had imminent potential for fatality and was escalated immediately.,Storage tank,Pipe spool welding,Open edge protection and full-body harness anchorage were unavailable,Hot Work,Critical,1,Scaffold controls
NM_0490,Near Miss,"Near-miss observation: while performing Emergency valve servicing at Pump station, the team found that Trip interlock was found bypassed during a production upset. The job was halted due to high-risk exposure. The failed critical control created credible potential for serious injury; the task was stopped and reported to HSE.","Near-miss observation: while performing Emergency valve servicing at Pump station, the team found that Trip interlock was found bypassed during a production upset. The job was halted due to high-risk exposure. The failed critical control created credible potential for serious injury; the task was stopped and reported to HSE.",Pump station,Emergency valve servicing,Trip interlock was found bypassed during a production upset,Bypassing Safety Controls,High,1,Vehicle-movement controls
