report_id,site,activity,description_raw,sif_probability,binary_sif,priority
NM_0506,Drilling rig,Pump maintenance,"Before/during Pump maintenance at Drilling rig, Fall arrest missing. The activity was stopped as it could have resulted in serious harm. A supervisor issued a stop-work intervention and required a formal control verification.",0.9480889,1,Critical
NM_0299,Process plant,Electrical maintenance,Inspection revealed Equipment defect during Electrical maintenance at Process plant. The supervisor reviewed and approved continuation after correction. Work was temporarily halted pending verification of the control measure.,0.004305727,0,Low
NM_0204,Truck loading bay,Chemical sampling,"Before/during Chemical sampling at Truck loading bay, Lockout-tagout missing. Work was paused until the issue was addressed. The crew escalated the issue through the shift safety meeting and closed it before continuation.",0.009208792,0,Low
NM_0306,Offshore platform,Loading/unloading operations,"During Loading/unloading operations at Offshore platform, Trip interlock was found bypassed during a production upset. Work was stopped temporarily and resumed after verification. Work was temporarily halted pending verification of the control measure.",0.01662971,0,Low
NM_0586,Tank farm,Lifting and rigging,"Before/during Lifting and rigging at Tank farm, No pre-entry gas test, attendant, rescue arrangement, or signed entry permit. Work was stopped due to potential serious injury risk. A supervisor issued a stop-work intervention and required a formal control verification.",0.78270626,1,High
NM_0571,Gas processing unit,Loading/unloading operations,"During routine checks at Gas processing unit, Gas testing was overdue and no dedicated fire watch was assigned was observed during Loading/unloading operations. The situation had credible potential for serious injury. The situation had credible potential for serious injury and was escalated immediately.",0.9558295,1,Critical
NM_0012,Compressor station,Well intervention,"Before/during Well intervention at Compressor station, Scaffold was altered without inspection tag and toe boards were missing. The area was corrected immediately. The observation was logged and addressed during the same shift.",0.0024102528,0,Low
NM_0726,Process plant,Process unit startup/shutdown,"Near-miss observation: while performing Process unit startup/shutdown at Process plant, the team found that Reversing was attempted without a banksman and pedestrian segregation. Multiple workers were at risk of serious injury or fatality. Personnel were moved to a safe location and the event was treated as a high-potential near miss.",0.0693673,0,Low
NM_0226,Wellsite,Pump maintenance,"Shift crew reported that during Pump maintenance in Wellsite, Work scope had changed but the permit and job safety analysis were not revalidated. Work was paused until the issue was addressed. Work was temporarily halted pending verification of the control measure.",0.0057865144,0,Low
NM_0014,Compressor station,Housekeeping inspection,Inspection revealed Emergency response delayed during Housekeeping inspection at Compressor station. No work stoppage was required. The observation was logged and addressed during the same shift.,0.009459469,0,Low
NM_0744,Pump station,Scaffold modification,"Before/during Scaffold modification at Pump station, Supervision absent. The situation had imminent potential for fatality and was escalated immediately. The situation had imminent potential for fatality and was escalated immediately.",0.9580765,1,Critical
NM_0271,Refinery unit,Chemical sampling,"Near-miss observation: while performing Chemical sampling at Refinery unit, the team found that Lockout-tagout missing. Work was stopped temporarily and resumed after verification. Work was temporarily halted pending verification of the control measure.",0.005456045,0,Low
NM_0089,Pipeline ROW,Pump seal replacement,"Near-miss observation: while performing Pump seal replacement at Pipeline ROW, the team found that Drain cover was open and combustible vapour testing was not documented. No work stoppage was required. The observation was logged and addressed during the same shift.",0.018966774,0,Low
NM_0792,Maintenance yard,Instrument calibration,"Inspection revealed Lift plan, tag lines, and barricaded drop zone were not available during Instrument calibration at Maintenance yard. Work was stopped urgently and emergency response was initiated. The situation had imminent potential for fatality and was escalated immediately.",0.041555215,0,Low
NM_0575,Wellsite,Wellhead valve maintenance,"During routine checks at Wellsite, Exclusion zone missing was observed during Wellhead valve maintenance. The job was halted due to high-risk exposure. A supervisor issued a stop-work intervention and required a formal control verification.",0.014003027,0,Low
NM_0559,Storage tank,Manual handling of tubulars,"Before/during Manual handling of tubulars at Storage tank, Gas testing was overdue and no dedicated fire watch was assigned. The situation had credible potential for serious injury. The failed critical control created credible potential for serious injury; the task was stopped and reported to HSE.",0.98273736,1,Critical
NM_0272,Compressor station,Drilling operations,"Near-miss observation: while performing Drilling operations at Compressor station, the team found that Drain cover was open and combustible vapour testing was not documented. Work was stopped temporarily and resumed after verification. The supervisor reviewed the situation and approved continuation after correction.",0.014311595,0,Low
NM_0526,Wellsite,Vessel entry preparation,Inspection revealed Communication failure during Vessel entry preparation at Wellsite. The job was halted due to high-risk exposure. A supervisor issued a stop-work intervention and required a formal control verification.,0.30438676,0,Medium
NM_0496,Field office area,Process unit startup/shutdown,"Shift crew reported that during Process unit startup/shutdown in Field office area, Spill containment missing. The activity was stopped as it could have resulted in serious harm. Personnel were close to hazardous energy exposure, so the area was secured pending investigation.",0.91128105,1,Critical
NM_0646,Pipeline ROW,Pump maintenance,"During routine checks at Pipeline ROW, Emergency response delayed was observed during Pump maintenance. Multiple workers were at risk of serious injury or fatality. All personnel were evacuated and the area was secured pending full investigation.",0.95463896,1,Critical
NM_0206,Truck loading bay,Tank farm operations,"During routine checks at Truck loading bay, Training inadequate was observed during Tank farm operations. Work was paused until the issue was addressed. The crew escalated the issue through the shift safety meeting and closed it before continuation.",0.03408696,0,Low
NM_0025,Gas processing unit,Forklift pallet handling,"Near-miss observation: while performing Forklift pallet handling at Gas processing unit, the team found that Fire watch missing. The team corrected it without delay. The issue was minor and was rectified before it affected the task.",0.0056614084,0,Low
NM_0699,Wellsite,Lifting and rigging,A Trip interlock was found bypassed during a production upset was identified during Lifting and rigging at Wellsite. Work was stopped urgently and emergency response was initiated. Personnel were moved to a safe location and the event was treated as a high-potential near miss.,0.9749331,1,Critical
NM_0110,Pipeline ROW,Chemical sampling,A Sample bottle label was unclear and secondary containment was not positioned was identified during Chemical sampling at Pipeline ROW. Work was paused briefly and the issue was resolved. The issue was minor and was rectified before it affected the task.,0.052124668,0,Low
NM_0725,Pump station,Grinding near drain,Inspection revealed Scaffold was altered without inspection tag and toe boards were missing during Grinding near drain at Pump station. Multiple workers were at risk of serious injury or fatality. The situation had imminent potential for fatality and was escalated immediately.,0.9574278,1,Critical
NM_0763,Field office area,Internal tank inspection,"During routine checks at Field office area, Training inadequate was observed during Internal tank inspection. Work was stopped urgently and emergency response was initiated. The situation had imminent potential for fatality and was escalated immediately.",0.0459005,0,Low
NM_0257,Gas processing unit,Scaffold modification,Inspection revealed Pneumatic energy isolation was not locked and residual pressure remained in the line during Scaffold modification at Gas processing unit. Work was stopped temporarily and resumed after verification. The supervisor reviewed the situation and approved continuation after correction.,0.0077360948,0,Low
NM_0587,Field office area,Pressure vessel testing,"Before/during Pressure vessel testing at Field office area, Simultaneous operations were not recorded in the permit briefing. Critical control failure was corrected before resuming work. Work was halted due to high-risk exposure and corrective measures were implemented.",0.040148903,0,Low
NM_0388,Storage depot,Night driving to remote site,"Inspection revealed Lift plan missing during Night driving to remote site at Storage depot. The activity was delayed pending correction. The task was paused, the control was restored, and the supervisor verified readiness before work resumed.",0.0030375451,0,Low
NM_0223,Pipeline ROW,Electrical maintenance,"A Spill containment missing was identified during Electrical maintenance at Pipeline ROW. The supervisor reviewed and approved continuation after correction. The task was paused, the control was restored, and the supervisor verified readiness before work resumed.",0.00724804,0,Low
NM_0243,LPG bottling plant,Manual handling of tubulars,A Warning sign missing was identified during Manual handling of tubulars at LPG bottling plant. The job proceeded only after corrective measures. The crew escalated the issue through the shift safety meeting and closed it before continuation.,0.017759582,0,Low
NM_0715,Storage depot,Night driving to remote site,"Near-miss observation: while performing Night driving to remote site at Storage depot, the team found that Atmosphere not tested. Work was stopped urgently and emergency response was initiated. The condition presented immediate potentially fatal exposure; operations were stopped, the area was isolated, and emergency escalation began.",0.068677075,0,Low
NM_0121,Drilling rig,Loading/unloading operations,"Before/during Loading/unloading operations at Drilling rig, Trip interlock was found bypassed during a production upset. No work stoppage was required. The observation was logged and addressed during the same shift.",0.012937335,0,Low
NM_0194,Refinery unit,Pump maintenance,"Shift crew reported that during Pump maintenance in Refinery unit, Reversing was attempted without a banksman and pedestrian segregation. No work stoppage was required. The observation was logged and addressed during the same shift.",0.023285355,0,Low
NM_0778,Tank farm,Breaking a pressurised flange,"During routine checks at Tank farm, Open edge protection and full-body harness anchorage were unavailable was observed during Breaking a pressurised flange. Actual exposure to hazardous conditions occurred. Personnel were moved to a safe location and the event was treated as a high-potential near miss.",0.9625127,1,Critical
NM_0043,Pipeline ROW,Electrical maintenance,"Near-miss observation: while performing Electrical maintenance at Pipeline ROW, the team found that Atmosphere not tested. The area was corrected immediately. No work stoppage was required as the risk was minimal.",0.0034313302,0,Low
NM_0696,Drilling rig,Breaking a pressurised flange,"During routine checks at Drilling rig, Spill containment missing was observed during Breaking a pressurised flange. Actual exposure to hazardous conditions occurred. The condition presented immediate potentially fatal exposure; operations were stopped, the area was isolated, and emergency escalation began.",0.98214555,1,Critical
NM_0078,Offshore platform,Lifting valve actuator,"Shift crew reported that during Lifting valve actuator in Offshore platform, Driver fatigue screening and journey-management check were incomplete. Corrective action was taken on the spot. The condition was corrected during the routine inspection, with no exposure to hazardous energy.",0.009665834,0,Low
NM_0145,Compressor station,Confined space entry,A Emergency access route was partly obstructed by temporary materials was identified during Confined space entry at Compressor station. The area was corrected immediately. No work stoppage was required as the risk was minimal.,0.029711913,0,Low
NM_0300,Pump station,Sampling and testing,"Near-miss observation: while performing Sampling and testing at Pump station, the team found that PPE not used. Work was paused until the issue was addressed. No one was exposed, but the observation required a documented corrective action.",0.014376625,0,Low
NM_0247,Pipeline ROW,Valve maintenance,"Near-miss observation: while performing Valve maintenance at Pipeline ROW, the team found that Lockout-tagout missing. The supervisor reviewed and approved continuation after correction. No one was exposed, but the observation required a documented corrective action.",0.003956153,0,Low
NM_0660,Pipeline ROW,Housekeeping inspection,"A Permit missing was identified during Housekeeping inspection at Pipeline ROW. Actual exposure to hazardous conditions occurred. Multiple critical barriers were ineffective, creating imminent serious-injury or fatality potential.",0.7664881,1,High
NM_0059,Truck loading bay,Valve maintenance,"Shift crew reported that during Valve maintenance in Truck loading bay, Pneumatic energy isolation was not locked and residual pressure remained in the line. The team corrected it without delay. The team recorded the observation and completed immediate housekeeping correction.",0.013041525,0,Low
NM_0113,Field office area,Electrical maintenance,"During routine checks at Field office area, Procedure not followed was observed during Electrical maintenance. Work was paused briefly and the issue was resolved. The condition was corrected during the routine inspection, with no exposure to hazardous energy.",0.01767314,0,Low
NM_0717,Pipeline ROW,Valve maintenance,"Before/during Valve maintenance at Pipeline ROW, Fire watch missing. Actual exposure to hazardous conditions occurred. All personnel were evacuated and the area was secured pending full investigation.",0.94018954,1,Critical
NM_0023,Wellsite,Hot work (welding/grinding),"During routine checks at Wellsite, No pre-entry gas test, attendant, rescue arrangement, or signed entry permit was observed during Hot work (welding/grinding). No work stoppage was required. The observation was logged and addressed during the same shift.",0.009899083,0,Low
NM_0289,Storage depot,Excavation work,"Inspection revealed Line was not depressurised and workers were positioned in the potential release path during Excavation work at Storage depot. Work was paused until the issue was addressed. The task was paused, the control was restored, and the supervisor verified readiness before work resumed.",0.0074868007,0,Low
NM_0107,Pipeline ROW,Drilling operations,"Near-miss observation: while performing Drilling operations at Pipeline ROW, the team found that Equipment defect. The area was corrected immediately. No work stoppage was required as the risk was minimal.",0.07620465,0,Low
NM_0701,Gas processing unit,Tank farm operations,"Near-miss observation: while performing Tank farm operations at Gas processing unit, the team found that Excavation edge was not barricaded and underground utility mark-out was incomplete. Actual exposure to hazardous conditions occurred. Personnel were moved to a safe location and the event was treated as a high-potential near miss.",0.3080121,0,Medium
NM_0511,Drilling rig,Grinding near drain,"During routine checks at Drilling rig, PPE not used was observed during Grinding near drain. Work was stopped due to potential serious injury risk. A supervisor issued a stop-work intervention and required a formal control verification.",0.9674333,1,Critical
NM_0610,Drilling rig,Reversing vehicle operations,"During routine checks at Drilling rig, Gas testing was overdue and no dedicated fire watch was assigned was observed during Reversing vehicle operations. All personnel were evacuated. Personnel were moved to a safe location and the event was treated as a high-potential near miss.",0.9677219,1,Critical
NM_0379,Gas processing unit,Hydrostatic pressure test,"Before/during Hydrostatic pressure test at Gas processing unit, Electrical supply and process pressure isolation were not independently verified. The job proceeded only after corrective measures. The task was paused, the control was restored, and the supervisor verified readiness before work resumed.",0.0042670956,0,Low
NM_0024,Truck loading bay,Electrical maintenance,"Near-miss observation: while performing Electrical maintenance at Truck loading bay, the team found that Warning sign missing. The team corrected it without delay. The observation was logged and addressed during the same shift.",0.0025193528,0,Low
NM_0173,LPG bottling plant,Pipeline inspection,"Near-miss observation: while performing Pipeline inspection at LPG bottling plant, the team found that Driver fatigue screening and journey-management check were incomplete. Work was paused briefly and the issue was resolved. The team recorded the observation and completed immediate housekeeping correction.",0.0062182657,0,Low
NM_0195,Gas processing unit,Reversing vehicle operations,"Shift crew reported that during Reversing vehicle operations in Gas processing unit, Training inadequate. No work stoppage was required. No work stoppage was required as the risk was minimal.",0.01467551,0,Low
NM_0372,Wellsite,Electrical maintenance,"During routine checks at Wellsite, Electrical supply and process pressure isolation were not independently verified was observed during Electrical maintenance. The supervisor reviewed and approved continuation after correction. The task was paused, the control was restored, and the supervisor verified readiness before work resumed.",0.004181529,0,Low
NM_0003,Field office area,Grinding near drain,"During Grinding near drain at Field office area, Isolation not verified. The area was corrected immediately. The observation was logged and addressed during the same shift.",0.0038148437,0,Low
NM_0096,Maintenance yard,Manual handling of tubulars,"During Manual handling of tubulars at Maintenance yard, Hands were placed near pinch points and no designated signaler was present. Work was paused briefly and the issue was resolved. The team recorded the observation and completed immediate housekeeping correction.",0.011841877,0,Low
NM_0749,Storage depot,Lifting valve actuator,"During routine checks at Storage depot, Training inadequate was observed during Lifting valve actuator. Actual exposure to hazardous conditions occurred. Multiple critical barriers were ineffective, creating imminent serious-injury or fatality potential.",0.9740098,1,Critical
NM_0421,Process plant,Vehicle movement,Inspection revealed Electrical supply and process pressure isolation were not independently verified during Vehicle movement at Process plant. The job was halted due to high-risk exposure. A supervisor issued a stop-work intervention and required a formal control verification.,0.06771808,0,Low
NM_0009,Storage tank,Housekeeping inspection,"During routine checks at Storage tank, Guard missing was observed during Housekeeping inspection. The team corrected it without delay. The observation was logged and addressed during the same shift.",0.016131721,0,Low
NM_0334,Process plant,Hydrostatic pressure test,"Inspection revealed Line was not depressurised and workers were positioned in the potential release path during Hydrostatic pressure test at Process plant. Work was paused until the issue was addressed. No one was exposed, but the observation required a documented corrective action.",0.008512957,0,Low
NM_0279,Compressor station,Pipeline inspection,A Lockout-tagout missing was identified during Pipeline inspection at Compressor station. Work was paused until the issue was addressed. The supervisor reviewed the situation and approved continuation after correction.,0.01520472,0,Low
NM_0171,Gas processing unit,Housekeeping inspection,Inspection revealed Sample bottle label was unclear and secondary containment was not positioned during Housekeeping inspection at Gas processing unit. No work stoppage was required. No work stoppage was required as the risk was minimal.,0.007264662,0,Low
NM_0364,Gas processing unit,Housekeeping inspection,"A Open edge protection and full-body harness anchorage were unavailable was identified during Housekeeping inspection at Gas processing unit. The supervisor reviewed and approved continuation after correction. The task was paused, the control was restored, and the supervisor verified readiness before work resumed.",0.027545154,0,Low
NM_0733,Gas processing unit,Scaffold modification,"A Pneumatic energy isolation was not locked and residual pressure remained in the line was identified during Scaffold modification at Gas processing unit. Actual exposure to hazardous conditions occurred. Multiple critical barriers were ineffective, creating imminent serious-injury or fatality potential.",0.9443644,1,Critical
NM_0452,Storage depot,Confined space entry,"Before/during Confined space entry at Storage depot, Trip interlock was found bypassed during a production upset. The job was halted due to high-risk exposure. The situation had credible potential for serious injury and was escalated immediately.",0.94655275,1,Critical
NM_0757,Storage tank,Pipe spool welding,A Open edge protection and full-body harness anchorage were unavailable was identified during Pipe spool welding at Storage tank. Multiple workers were at risk of serious injury or fatality. The situation had imminent potential for fatality and was escalated immediately.,0.090150096,0,Low
NM_0490,Pump station,Emergency valve servicing,"Near-miss observation: while performing Emergency valve servicing at Pump station, the team found that Trip interlock was found bypassed during a production upset. The job was halted due to high-risk exposure. The failed critical control created credible potential for serious injury; the task was stopped and reported to HSE.",0.97459704,1,Critical
NM_0603,Process plant,Hydrostatic pressure test,"Near-miss observation: while performing Hydrostatic pressure test at Process plant, the team found that Test manifold lacked verified restraint and pressure-release exclusion controls. Actual exposure to hazardous conditions occurred. The situation had imminent potential for fatality and was escalated immediately.",0.031627294,0,Low
NM_0361,Wellsite,Chemical sampling,"Near-miss observation: while performing Chemical sampling at Wellsite, the team found that Guard missing. The activity was delayed pending correction. No one was exposed, but the observation required a documented corrective action.",0.008265256,0,Low
NM_0007,Gas processing unit,Scaffolding work,"Shift crew reported that during Scaffolding work in Gas processing unit, Excavation edge was not barricaded and underground utility mark-out was incomplete. Work was paused briefly and the issue was resolved. The observation was logged and addressed during the same shift.",0.005950618,0,Low
NM_0228,Maintenance yard,LPG bottling operations,"During LPG bottling operations at Maintenance yard, Supervision absent. The supervisor reviewed and approved continuation after correction. The task was paused, the control was restored, and the supervisor verified readiness before work resumed.",0.006121949,0,Low
NM_0229,Drilling rig,Vessel entry preparation,"Before/during Vessel entry preparation at Drilling rig, No pre-entry gas test, attendant, rescue arrangement, or signed entry permit. Work was paused until the issue was addressed. The crew escalated the issue through the shift safety meeting and closed it before continuation.",0.017334437,0,Low
NM_0629,Storage tank,Sampling and testing,"Shift crew reported that during Sampling and testing in Storage tank, Pneumatic energy isolation was not locked and residual pressure remained in the line. Multiple workers were at risk of serious injury or fatality. All personnel were evacuated and the area was secured pending full investigation.",0.94567657,1,Critical
NM_0064,Drilling rig,Manual handling of tubulars,"During routine checks at Drilling rig, Excavation edge was not barricaded and underground utility mark-out was incomplete was observed during Manual handling of tubulars. No work stoppage was required. No work stoppage was required as the risk was minimal.",0.010834075,0,Low
NM_0237,Storage tank,Scaffold modification,"During routine checks at Storage tank, Gas testing was overdue and no dedicated fire watch was assigned was observed during Scaffold modification. The job proceeded only after corrective measures. Work was temporarily halted pending verification of the control measure.",0.24364297,0,Low
NM_0092,Storage depot,Pressure vessel testing,"During Pressure vessel testing at Storage depot, Pneumatic energy isolation was not locked and residual pressure remained in the line. The team corrected it without delay. The team recorded the observation and completed immediate housekeeping correction.",0.0053940583,0,Low
NM_0700,Gas processing unit,Emergency valve servicing,"Shift crew reported that during Emergency valve servicing in Gas processing unit, Supervision absent. Multiple workers were at risk of serious injury or fatality. The condition presented immediate potentially fatal exposure; operations were stopped, the area was isolated, and emergency escalation began.",0.9831729,1,Critical
NM_0135,Compressor station,Instrument calibration,"Before/during Instrument calibration at Compressor station, Isolation not verified. No work stoppage was required. The team recorded the observation and completed immediate housekeeping correction.",0.003788667,0,Low
NM_0688,Pipeline ROW,Electrical maintenance,A Warning sign missing was identified during Electrical maintenance at Pipeline ROW. Actual exposure to hazardous conditions occurred. Personnel were moved to a safe location and the event was treated as a high-potential near miss.,0.30730256,0,Medium
NM_0423,Drilling rig,Wellhead valve maintenance,"Before/during Wellhead valve maintenance at Drilling rig, Sample bottle label was unclear and secondary containment was not positioned. The job was halted due to high-risk exposure. Personnel were close to hazardous energy exposure, so the area was secured pending investigation.",0.9565162,1,Critical
NM_0608,Refinery unit,Pressure vessel testing,"Near-miss observation: while performing Pressure vessel testing at Refinery unit, the team found that Training inadequate. The situation had imminent potential for fatality and was escalated immediately. Multiple critical barriers were ineffective, creating imminent serious-injury or fatality potential.",0.97520906,1,Critical
NM_0431,Truck loading bay,Scaffold modification,Inspection revealed Procedure not followed during Scaffold modification at Truck loading bay. The activity was stopped as it could have resulted in serious harm. Work was halted due to high-risk exposure and corrective measures were implemented.,0.04089068,0,Low
NM_0592,Refinery unit,Grinding near drain,Inspection revealed Fire watch missing during Grinding near drain at Refinery unit. Work was stopped due to potential serious injury risk. The failed critical control created credible potential for serious injury; the task was stopped and reported to HSE.,0.33192596,0,Medium
NM_0667,Storage depot,Equipment maintenance,"Before/during Equipment maintenance at Storage depot, Supervision absent. Work was stopped urgently and emergency response was initiated. Personnel were moved to a safe location and the event was treated as a high-potential near miss.",0.9427843,1,Critical
NM_0538,Field office area,Pump seal replacement,"During Pump seal replacement at Field office area, Open edge protection and full-body harness anchorage were unavailable. Critical control failure was corrected before resuming work. The failed critical control created credible potential for serious injury; the task was stopped and reported to HSE.",0.96568334,1,Critical
NM_0702,Storage depot,Vessel entry preparation,"Inspection revealed Sample bottle label was unclear and secondary containment was not positioned during Vessel entry preparation at Storage depot. All personnel were evacuated. Multiple critical barriers were ineffective, creating imminent serious-injury or fatality potential.",0.9853719,1,Critical
NM_0425,Truck loading bay,Scaffolding work,"Shift crew reported that during Scaffolding work in Truck loading bay, Work scope had changed but the permit and job safety analysis were not revalidated. The activity was stopped as it could have resulted in serious harm. The failed critical control created credible potential for serious injury; the task was stopped and reported to HSE.",0.3788115,0,Medium
NM_0784,Storage tank,Night driving to remote site,"During Night driving to remote site at Storage tank, Lift plan, tag lines, and barricaded drop zone were not available. Actual exposure to hazardous conditions occurred. The condition presented immediate potentially fatal exposure; operations were stopped, the area was isolated, and emergency escalation began.",0.96363884,1,Critical
NM_0346,Drilling rig,Tank farm operations,Inspection revealed Guard missing during Tank farm operations at Drilling rig. The supervisor reviewed and approved continuation after correction. The crew escalated the issue through the shift safety meeting and closed it before continuation.,0.0047172722,0,Low
NM_0793,Gas processing unit,Pipe spool welding,"During Pipe spool welding at Gas processing unit, Training inadequate. Work was stopped urgently and emergency response was initiated. Multiple critical barriers were ineffective, creating imminent serious-injury or fatality potential.",0.9688392,1,Critical
NM_0207,Field office area,Chemical sampling,A Tool inspection missing was identified during Chemical sampling at Field office area. The supervisor reviewed and approved continuation after correction. The supervisor reviewed the situation and approved continuation after correction.,0.00057511416,0,Low
NM_0404,Pump station,Pipe-rack inspection,"During Pipe-rack inspection at Pump station, Test manifold lacked verified restraint and pressure-release exclusion controls. Critical control failure was corrected before resuming work. The situation had credible potential for serious injury and was escalated immediately.",0.8258999,1,Critical
NM_0015,Storage depot,Pipe-rack inspection,"During Pipe-rack inspection at Storage depot, Supervision absent. Corrective action was taken on the spot. The team recorded the observation and completed immediate housekeeping correction.",0.0035541803,0,Low
NM_0027,Pipeline ROW,Equipment maintenance,"During routine checks at Pipeline ROW, Lift plan, tag lines, and barricaded drop zone were not available was observed during Equipment maintenance. The area was corrected immediately. The condition was corrected during the routine inspection, with no exposure to hazardous energy.",0.009605501,0,Low
NM_0530,Wellsite,Emergency valve servicing,"Shift crew reported that during Emergency valve servicing in Wellsite, Drain cover was open and combustible vapour testing was not documented. The activity was stopped as it could have resulted in serious harm. Work was halted due to high-risk exposure and corrective measures were implemented.",0.6282395,1,High
NM_0302,Storage tank,Manual handling of tubulars,Inspection revealed Open edge protection and full-body harness anchorage were unavailable during Manual handling of tubulars at Storage tank. Work was paused until the issue was addressed. The crew escalated the issue through the shift safety meeting and closed it before continuation.,0.04792489,0,Low
NM_0693,Storage depot,Crude transfer vehicle movement,"Near-miss observation: while performing Crude transfer vehicle movement at Storage depot, the team found that Procedure not followed. Work was stopped urgently and emergency response was initiated. Multiple critical barriers were ineffective, creating imminent serious-injury or fatality potential.",0.9645327,1,Critical
NM_0750,Refinery unit,Internal tank inspection,"During routine checks at Refinery unit, Fire watch missing was observed during Internal tank inspection. Actual exposure to hazardous conditions occurred. The situation had imminent potential for fatality and was escalated immediately.",0.7447103,1,High
NM_0572,Wellsite,Lifting and rigging,"Near-miss observation: while performing Lifting and rigging at Wellsite, the team found that Damaged pallet and unstable load were being raised without a spotter. The activity was stopped as it could have resulted in serious harm. The failed critical control created credible potential for serious injury; the task was stopped and reported to HSE.",0.95662344,1,Critical
NM_0469,Truck loading bay,Compressor troubleshooting,"Shift crew reported that during Compressor troubleshooting in Truck loading bay, Damaged pallet and unstable load were being raised without a spotter. The job was halted due to high-risk exposure. A supervisor issued a stop-work intervention and required a formal control verification.",0.9326601,1,Critical
NM_0623,Drilling rig,Vessel entry preparation,"Near-miss observation: while performing Vessel entry preparation at Drilling rig, the team found that Communication failure. Actual exposure to hazardous conditions occurred. Multiple critical barriers were ineffective, creating imminent serious-injury or fatality potential.",0.9874193,1,Critical
NM_0285,Gas processing unit,Excavation work,"Before/during Excavation work at Gas processing unit, Gas testing was overdue and no dedicated fire watch was assigned. Work was stopped temporarily and resumed after verification. The task was paused, the control was restored, and the supervisor verified readiness before work resumed.",0.007133313,0,Low
NM_0384,Refinery unit,Pipeline inspection,"During routine checks at Refinery unit, Scaffold was altered without inspection tag and toe boards were missing was observed during Pipeline inspection. Work was paused until the issue was addressed. Work was temporarily halted pending verification of the control measure.",0.007984183,0,Low
NM_0487,Compressor station,Lifting valve actuator,"During routine checks at Compressor station, Reversing was attempted without a banksman and pedestrian segregation was observed during Lifting valve actuator. Work was stopped due to potential serious injury risk. Personnel were close to hazardous energy exposure, so the area was secured pending investigation.",0.9661424,1,Critical
NM_0714,Gas processing unit,Pipe spool welding,"Before/during Pipe spool welding at Gas processing unit, Exclusion zone missing. Multiple workers were at risk of serious injury or fatality. Multiple critical barriers were ineffective, creating imminent serious-injury or fatality potential.",0.97097147,1,Critical
NM_0144,Offshore platform,Scaffold modification,"Near-miss observation: while performing Scaffold modification at Offshore platform, the team found that Line was not depressurised and workers were positioned in the potential release path. The area was corrected immediately. The team recorded the observation and completed immediate housekeeping correction.",0.0022555348,0,Low
NM_0323,Process plant,Vessel entry preparation,"A Reversing was attempted without a banksman and pedestrian segregation was identified during Vessel entry preparation at Process plant. The supervisor reviewed and approved continuation after correction. No one was exposed, but the observation required a documented corrective action.",0.045794167,0,Low
NM_0601,Maintenance yard,Vehicle movement,A Drain cover was open and combustible vapour testing was not documented was identified during Vehicle movement at Maintenance yard. Work was stopped urgently and emergency response was initiated. The situation had imminent potential for fatality and was escalated immediately.,0.59670824,1,Medium
NM_0643,Pipeline ROW,Instrument calibration,"Shift crew reported that during Instrument calibration in Pipeline ROW, Lift plan, tag lines, and barricaded drop zone were not available. Work was stopped urgently and emergency response was initiated. The situation had imminent potential for fatality and was escalated immediately.",0.954295,1,Critical
NM_0130,Process plant,Pipeline inspection,"During Pipeline inspection at Process plant, Scaffold was altered without inspection tag and toe boards were missing. The team corrected it without delay. The observation was logged and addressed during the same shift.",0.0012061656,0,Low
NM_0550,Drilling rig,Pipe-rack inspection,"Before/during Pipe-rack inspection at Drilling rig, Equipment defect. Critical control failure was corrected before resuming work. Work was halted due to high-risk exposure and corrective measures were implemented.",0.97449374,1,Critical
NM_0366,Drilling rig,Sampling and testing,A Atmosphere not tested was identified during Sampling and testing at Drilling rig. Work was paused until the issue was addressed. Work was temporarily halted pending verification of the control measure.,0.010664397,0,Low
NM_0141,Field office area,Lifting and rigging,"During Lifting and rigging at Field office area, Line was not depressurised and workers were positioned in the potential release path. Work was paused briefly and the issue was resolved. The observation was logged and addressed during the same shift.",0.008869993,0,Low
NM_0741,Tank farm,Well intervention,"During routine checks at Tank farm, Test manifold lacked verified restraint and pressure-release exclusion controls was observed during Well intervention. The situation had imminent potential for fatality and was escalated immediately. Multiple critical barriers were ineffective, creating imminent serious-injury or fatality potential.",0.035095934,0,Low
NM_0540,Truck loading bay,Hot work (welding/grinding),"During routine checks at Truck loading bay, Permit missing was observed during Hot work (welding/grinding). The activity was stopped as it could have resulted in serious harm. A supervisor issued a stop-work intervention and required a formal control verification.",0.9335893,1,Critical
NM_0590,Storage depot,Reversing vehicle operations,"During Reversing vehicle operations at Storage depot, Test manifold lacked verified restraint and pressure-release exclusion controls. Work was stopped due to potential serious injury risk. Personnel were close to hazardous energy exposure, so the area was secured pending investigation.",0.9435839,1,Critical
NM_0406,Gas processing unit,Tank farm operations,"Shift crew reported that during Tank farm operations in Gas processing unit, Lift plan, tag lines, and barricaded drop zone were not available. Critical control failure was corrected before resuming work. A supervisor issued a stop-work intervention and required a formal control verification.",0.92283136,1,Critical
NM_0149,Compressor station,Tank farm operations,Inspection revealed Sample bottle label was unclear and secondary containment was not positioned during Tank farm operations at Compressor station. Work was paused briefly and the issue was resolved. The observation was logged and addressed during the same shift.,0.0028851083,0,Low
